"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","499344534",0.667982045102588,0.838726230220693,0.253339185819062,3.31068495191156,0.000930679259866823,0.999971084717926
"2","499323370",1.50297180540451,-0.513682550697162,0.164319264733008,-3.1261249344793,0.00177126285299031,0.999971084717926
"3","499344812",0.786552633331471,0.91021640694842,0.29421288482518,3.09373400654858,0.00197654609386544,0.999971084717926
"4","499307987",0.5460502429388,0.824268706281,0.275409016654725,2.99288932618488,0.00276349943132963,0.999971084717926
"5","499312767",209.236563282622,-0.058656565926671,0.0203880838289691,-2.87700239113824,0.00401472553121465,0.999971084717926
"6","499345148",1.04607843995198,-0.580781760018185,0.205456889087074,-2.82678163092427,0.00470183787686362,0.999971084717926
"7","499344813",0.909383518590225,0.619551544510744,0.226791635103471,2.73180950535535,0.00629875481595264,0.999971084717926
"8","499353294",0.498783668103818,0.637437132824194,0.240735419970956,2.64787430491574,0.00809996355080162,0.999971084717926
"9","499313612",2.25052105858252,0.708876543745252,0.267834986907169,2.6466913525041,0.00812835035642273,0.999971084717926
"10","499307372",1.22776146545752,-0.512287589393786,0.194681028362626,-2.63142019385457,0.00850288345885389,0.999971084717926
"11","499340387",58.9904903534509,-0.142534582079928,0.0542387162383852,-2.62791216247584,0.00859106960473306,0.999971084717926
"12","499328247",2.04335381019823,0.305341291423656,0.116214209141071,2.62740067398304,0.00860399565497545,0.999971084717926
"13","499342740",5.69648537845976,-0.163037596578992,0.0632392521847191,-2.57810759847012,0.00993430589015604,0.999971084717926
"14","499327085",0.332551931659819,-0.763316946069822,0.296485059620568,-2.57455450553458,0.0100369270882626,0.999971084717926
"15","499338496",3.7323322093013,0.296183380896993,0.117069363287054,2.5299819917082,0.0114068381090118,0.999971084717926
"16","499329998",2.27229286818374,0.30561448269452,0.121807444638054,2.50899674976879,0.0121074598425074,0.999971084717926
"17","499347112",2.27229286818374,0.30561448269452,0.121807444638054,2.50899674976879,0.0121074598425074,0.999971084717926
"18","499347120",2.27229286818374,0.30561448269452,0.121807444638054,2.50899674976879,0.0121074598425074,0.999971084717926
"19","499328418",0.535836482235707,0.507334002022678,0.203411010567187,2.4941324494089,0.0126265419093942,0.999971084717926
"20","499336155",33.5436970807191,0.132374356291698,0.0532295364978506,2.48685908240143,0.0128876436482856,0.999971084717926
"21","499344427",2.02012001150299,0.577350485753863,0.232217792134005,2.48624569395911,0.0129098801630871,0.999971084717926
"22","499354110",0.760409023837802,0.828436936967716,0.345479822120315,2.39793146784477,0.0164879497494241,0.999971084717926
"23","499326238",0.371803955966234,-0.512439116660608,0.214841055806411,-2.38520107219337,0.0170697886904696,0.999971084717926
"24","499319104",0.606651553312555,-0.458503454966865,0.193383563009963,-2.37095360034939,0.0177422582644349,0.999971084717926
"25","499333903",0.533660322210733,0.507318958519254,0.21562504298145,2.35278310675119,0.018633499285707,0.999971084717926
"26","499319421",0.879618120354789,-0.499893533494462,0.21256640096538,-2.35170530819628,0.0186875735477967,0.999971084717926
"27","499345252",16.6594460943457,-0.0945565751483058,0.0402523035206105,-2.34909724110298,0.0188189913400788,0.999971084717926
"28","499346752",12.2139462059955,0.136602067850738,0.0590253260362624,2.31429586287785,0.02065149858114,0.999971084717926
"29","499337063",2.65748674505672,0.362453812329152,0.157140419295395,2.3065600432681,0.0210793592144725,0.999971084717926
"30","499309324",1.22981913657583,-0.311253911313535,0.135620042620913,-2.29504360342635,0.0217306255685568,0.999971084717926
"31","499340964",0.856594045928871,-0.388350694658461,0.170410849179091,-2.27890827684526,0.0226725183095081,0.999971084717926
"32","499353960",10.7712358997266,0.248360046026637,0.109759859670812,2.26275841433754,0.023650585717661,0.999971084717926
"33","499313985",4.55570809067622,-0.244285632146026,0.108034138507846,-2.26118924554838,0.0237475407794382,0.999971084717926
"34","499309501",0.639046790461822,-0.451174470196238,0.199831083602392,-2.25777923065237,0.023959426709449,0.999971084717926
"35","499324108",26.800048693116,0.102897943354948,0.0456046095790789,2.25630576173493,0.024051488805874,0.999971084717926
"36","499354430",1.66164214160392,0.26567177949782,0.118147878171108,2.24863775473868,0.0245355523236321,0.999971084717926
"37","499334766",3.4140609918431,0.232462776146933,0.103958776800766,2.23610534195146,0.0253448716191052,0.999971084717926
"38","499337158",5.93895598253808,0.230546885824926,0.103439975259918,2.22879873323268,0.0258272992783873,0.999971084717926
"39","499345236",0.756644020377919,-0.561297467110007,0.252206932746795,-2.22554337026701,0.0260447830007014,0.999971084717926
"40","499326069",22.307417702405,-0.119564000458539,0.0537255541634919,-2.22545867269595,0.0260504625289504,0.999971084717926
"41","499343348",0.622083577984303,-0.427976924215374,0.192768401278125,-2.22016119539162,0.026407827382952,0.999971084717926
"42","499327106",165.882434594198,0.0898447108948516,0.0405146696142552,2.21758468599827,0.0265831630059021,0.999971084717926
"43","499351011",0.788147878442005,0.464193620949283,0.211232255319758,2.19755084395893,0.0279811294583012,0.999971084717926
"44","499331801",1.69785823617795,0.354320836792784,0.161803795332574,2.18981783501745,0.0285374507423116,0.999971084717926
"45","499306667",3.33619375614036,0.183894876109995,0.083983561964285,2.18965321080568,0.0285493968223403,0.999971084717926
"46","499330704",0.498118844189829,0.450068770125209,0.205890481096428,2.18596201110639,0.0288183847585115,0.999971084717926
"47","499324239",12.826510358145,-0.139058787266,0.0637825470660032,-2.18020122529914,0.029242548832805,0.999971084717926
"48","499322276",27.4383194341925,0.0616432197358121,0.0283226452235958,2.17646407138754,0.0295205774027085,0.999971084717926
